"date_str","blm","alm","blulm","total"
"2017-05-24",3499,465,1461,5178
"2017-05-25",3448,628,4970,8589
"2017-05-26",1849,329,3176,5181
"2017-05-27",1908,224,1409,3446
"2017-05-28",2175,257,1778,4101
"2017-05-29",2108,369,1744,3944
"2017-05-30",3400,430,1917,5434
"2017-05-31",2566,362,1187,3949
"2017-06-01",2726,595,6282,9110
"2017-06-02",1941,317,3084,5167
"2017-06-03",1660,296,2331,4141
"2017-06-04",2326,389,1528,4130
"2017-06-05",1898,237,1730,3770
"2017-06-06",2562,255,2092,4773
"2017-06-07",3166,394,2294,5673
"2017-06-08",2035,648,5308,7506
"2017-06-09",1454,266,3099,4664
"2017-06-10",1645,271,1510,3320
"2017-06-11",5241,278,1287,6604
"2017-06-12",2526,290,1716,4373
"2017-06-13",1710,264,2197,3959
"2017-06-14",2138,361,2985,5309
"2017-06-15",1704,560,5582,7409
"2017-06-16",18843,1881,5035,23861
"2017-06-17",58523,4894,3427,63327
"2017-06-18",19518,9844,2306,28677
"2017-06-19",14335,1748,2460,17955
"2017-06-20",9054,947,2156,11715
"2017-06-21",14816,5120,1929,21114
"2017-06-22",10422,4573,5944,20050
"2017-06-23",8096,2147,5209,14840
"2017-06-24",4512,801,3009,7833
"2017-06-25",5660,555,1860,7751
"2017-06-26",5656,677,2432,8225
"2017-06-27",3249,348,1128,4544
"2017-06-28",2868,380,1388,4442
"2017-06-29",2429,794,1380,4367
"2017-06-30",2407,574,2244,5046
"2017-07-01",2810,376,1081,4084
"2017-07-02",2824,245,1008,3918
"2017-07-03",2246,194,1606,3948
"2017-07-04",4617,348,1316,6131
"2017-07-05",4670,385,8008,12742
"2017-07-06",6792,1161,4954,11744
"2017-07-07",5742,702,4756,9999
"2017-07-08",5836,894,5548,11132
"2017-07-09",4001,670,4102,7988
"2017-07-10",3687,286,5762,9410
"2017-07-11",4050,388,4936,9113
"2017-07-12",2924,391,4593,7615
"2017-07-13",5542,1426,2689,9452
"2017-07-14",4902,1866,1915,8427
"2017-07-15",4722,913,2874,8113
"2017-07-16",2275,375,1541,4018
"2017-07-17",5273,574,1957,7526
"2017-07-18",5311,591,4348,9774
"2017-07-19",3153,517,2743,5958
"2017-07-20",2877,365,3223,5691
"2017-07-21",3113,397,3588,6839
"2017-07-22",2941,481,3062,6225
"2017-07-23",2759,448,2324,5131
"2017-07-24",3007,277,1467,4599
"2017-07-25",2893,240,1069,4057
"2017-07-26",2668,270,1399,4183
"2017-07-27",2018,240,1280,3425
"2017-07-28",3640,544,2856,6588
"2017-07-29",3298,534,1926,5332
"2017-07-30",4195,212,2101,6370
"2017-07-31",3548,1097,1857,6338
"2017-08-01",2169,528,1593,4070
"2017-08-02",2511,285,2967,5517
"2017-08-03",2487,183,1112,3678
"2017-08-04",2347,269,1116,3552
"2017-08-05",2313,168,1328,3637
"2017-08-06",1977,192,1278,3365
"2017-08-07",2025,238,1851,3997
"2017-08-08",1753,164,2098,3913
"2017-08-09",9603,338,1834,11551
"2017-08-10",7109,257,1739,8834
"2017-08-11",4579,273,4297,8932
"2017-08-12",38412,2147,6471,46001
"2017-08-13",38892,2704,3609,43705
"2017-08-14",31010,1848,2392,34328
"2017-08-15",21400,2263,1767,24734
"2017-08-16",15081,1723,1776,17993
"2017-08-17",11344,987,1925,13865
"2017-08-18",13489,612,1745,15399
"2017-08-19",12847,1150,20947,33926
"2017-08-20",7190,1034,14531,21842
"2017-08-21",4829,669,15928,20941
"2017-08-22",4514,611,6360,11095
"2017-08-23",4788,449,4185,9184
"2017-08-24",4442,429,4440,9044
"2017-08-25",3475,518,3880,7377
"2017-08-26",3116,355,2492,5780
"2017-08-27",4875,444,2487,7571
"2017-08-28",8468,1927,3981,14049
"2017-08-29",5685,7998,3517,16599
"2017-08-30",4187,4190,3209,11202
"2017-08-31",6241,1011,2366,9357
"2017-09-01",4730,459,1551,6568
"2017-09-02",4573,360,1438,6240
"2017-09-03",3954,258,1675,5764
"2017-09-04",2792,343,1554,4541
"2017-09-05",2635,352,2193,5006
"2017-09-06",7056,403,2098,9378
"2017-09-07",6482,357,1899,8419
"2017-09-08",3027,268,1197,4323
"2017-09-09",2040,222,1082,3273
"2017-09-10",4678,370,2365,7043
"2017-09-11",5350,389,2507,7980
"2017-09-12",3166,312,1318,4666
"2017-09-13",3431,868,1711,5868
"2017-09-14",3156,4392,1192,8572
"2017-09-15",7212,1496,1723,10282
"2017-09-16",7937,1121,4246,12889
"2017-09-17",5372,610,2703,8403
"2017-09-18",4295,412,1978,6504
"2017-09-19",5333,732,2247,8104
"2017-09-20",5214,354,2989,8272
"2017-09-21",4240,338,2397,6803
"2017-09-22",3826,305,2399,6386
"2017-09-23",6376,337,2187,8739
"2017-09-24",13994,632,2440,16720
"2017-09-25",11445,974,2487,14091
"2017-09-26",11431,962,5320,17159
"2017-09-27",7451,606,6073,13674
"2017-09-28",5789,448,11039,16774
"2017-09-29",7368,726,9686,17441
"2017-09-30",5985,818,6611,12972
"2017-10-01",5271,702,3827,9534
"2017-10-02",4451,668,3094,7993
"2017-10-03",2665,831,4776,8059
"2017-10-04",2815,740,3167,6557
"2017-10-05",2812,319,2274,5261
"2017-10-06",7484,323,1880,9425
"2017-10-07",7772,274,2270,10177
"2017-10-08",7008,306,2320,9504
"2017-10-09",5957,353,2144,8264
"2017-10-10",5072,795,2150,7751
"2017-10-11",4945,401,3087,8271
"2017-10-12",3176,210,1146,4365
"2017-10-13",2276,188,1248,3627
"2017-10-14",2299,310,2404,4834
"2017-10-15",4158,250,3018,7306
"2017-10-16",3369,1439,3185,7495
"2017-10-17",3830,996,2482,6728
"2017-10-18",2496,427,2320,5023
"2017-10-19",3554,242,1436,5109
"2017-10-20",2488,174,1124,3722
"2017-10-21",1974,325,1252,3361
"2017-10-22",2034,378,1508,3708
"2017-10-23",2125,224,2215,4451
"2017-10-24",2059,189,1812,3989
"2017-10-25",1898,194,1032,3014
"2017-10-26",2043,256,1144,3363
"2017-10-27",2841,282,775,3839
"2017-10-28",8519,2674,949,10630
"2017-10-29",5414,1862,947,7548
"2017-10-30",4334,957,604,5577
"2017-10-31",2887,571,1025,4295
"2017-11-01",3411,282,1269,4844
"2017-11-02",5194,220,1039,6327
"2017-11-03",3941,198,809,4872
"2017-11-04",5955,428,1017,7228
"2017-11-05",3201,1003,2184,5519
"2017-11-06",2043,270,1110,3322
"2017-11-07",2279,254,624,3082
"2017-11-08",3343,219,1277,4747
"2017-11-09",3150,400,573,4042
"2017-11-10",1925,372,504,2710
"2017-11-11",1849,159,521,2490
"2017-11-12",1542,186,754,2400
"2017-11-13",2599,168,1308,3991
"2017-11-14",2595,208,1058,3765
"2017-11-15",2050,195,727,2835
"2017-11-16",3868,408,1842,5859
"2017-11-17",4550,353,1736,6359
"2017-11-18",4231,284,3351,7685
"2017-11-19",3162,227,1585,4866
"2017-11-20",2339,258,2975,5458
"2017-11-21",3543,219,1353,5012
"2017-11-22",5064,267,873,6145
"2017-11-23",3645,210,1101,4858
"2017-11-24",2585,280,4306,7001
"2017-11-25",3357,236,2766,6250
"2017-11-26",6051,520,2180,8261
"2017-11-27",9108,978,1710,11423
"2017-11-28",4038,423,1109,5439
"2017-11-29",4115,347,1119,5441
"2017-11-30",2712,296,1125,4023
"2017-12-01",3937,1279,3033,7010
"2017-12-02",3917,775,1121,5224
"2017-12-03",3348,335,1015,4478
"2017-12-04",2973,305,1266,4375
"2017-12-05",2741,256,1521,4348
"2017-12-06",2443,275,1395,3942
"2017-12-07",6542,543,1067,7864
"2017-12-08",5154,416,1549,6856
"2017-12-09",3138,1483,1992,6200
"2017-12-10",3118,1116,1136,4978
"2017-12-11",2475,512,1320,4068
"2017-12-12",2727,517,787,3862
"2017-12-13",7785,226,450,8371
"2017-12-14",2238,191,709,3037
"2017-12-15",2636,211,1096,3848
"2017-12-16",1982,241,975,3139
"2017-12-17",2246,191,808,3147
"2017-12-18",2349,196,960,3424
"2017-12-19",2128,338,1374,3741
"2017-12-20",2331,183,1453,3897
"2017-12-21",2098,228,870,3130
"2017-12-22",1751,143,958,2783
"2017-12-23",1626,221,1096,2870
"2017-12-24",1563,141,1974,3595
"2017-12-25",1656,143,1025,2725
"2017-12-26",1738,176,1905,3741
"2017-12-27",1767,166,1444,3297
"2017-12-28",5887,251,2074,8036
"2017-12-29",3000,277,1182,4262
"2017-12-30",5218,347,860,6232
"2017-12-31",3973,213,2609,6669
"2018-01-01",2515,205,3137,5747
"2018-01-02",3971,271,1490,5537
"2018-01-03",2567,218,738,3409
"2018-01-04",2544,210,1024,3699
"2018-01-05",2275,202,908,3283
"2018-01-06",2360,379,845,3507
"2018-01-07",2484,287,793,3451
"2018-01-08",2860,289,1136,4196
"2018-01-09",3462,685,6255,10216
"2018-01-10",2244,285,2829,5247
"2018-01-11",2163,311,3230,5625
"2018-01-12",2624,210,1399,4162
"2018-01-13",1963,214,1131,3225
"2018-01-14",1820,200,1352,3289
"2018-01-15",5089,472,738,6040
"2018-01-16",4427,556,1094,5652
"2018-01-17",3589,264,1310,4998
"2018-01-18",2933,241,3920,6959
"2018-01-19",2513,442,1244,4007
"2018-01-20",6226,389,1477,7554
"2018-01-21",7131,222,5052,8458
"2018-01-22",4806,324,1885,5754
"2018-01-23",2614,303,1016,3574
"2018-01-24",1764,162,1261,3044
"2018-01-25",1798,177,2430,4296
"2018-01-26",2813,167,2571,5469
"2018-01-27",1971,173,1796,3852
"2018-01-28",2226,286,3949,6309
"2018-01-29",4979,400,6365,11542
"2018-01-30",2788,504,1446,4622
"2018-01-31",10076,520,1199,11601
"2018-02-01",5044,282,1097,6236
"2018-02-02",7541,370,3092,10697
"2018-02-03",3643,392,1888,5719
"2018-02-04",5672,302,1725,7388
"2018-02-05",18212,337,1324,19519
"2018-02-06",10823,274,2500,13435
"2018-02-07",16165,303,1479,17748
"2018-02-08",11099,301,1695,12901
"2018-02-09",3702,533,1584,5440
"2018-02-10",3243,261,4587,7897
"2018-02-11",3678,503,7080,10769
"2018-02-12",3142,351,4076,7404
"2018-02-13",2987,345,2722,5912
"2018-02-14",2606,591,2459,5548
"2018-02-15",2607,647,1200,4106
"2018-02-16",3205,416,1031,4461
"2018-02-17",2827,777,1558,5068
"2018-02-18",1911,514,2441,4725
"2018-02-19",2898,860,1936,5570
"2018-02-20",2583,1096,919,4490
"2018-02-21",2930,1081,2273,6193
"2018-02-22",5188,1066,2243,8309
"2018-02-23",3237,956,1681,5766
"2018-02-24",4446,673,1835,6666
"2018-02-25",3511,1025,1755,6081
"2018-02-26",8457,950,1108,10414
"2018-02-27",6565,527,1310,8183
"2018-02-28",3817,257,1212,5192
"2018-03-01",3254,193,745,4136
"2018-03-02",5104,335,1895,7206
"2018-03-03",11125,489,1835,13104
"2018-03-04",7275,203,1016,8438
"2018-03-05",4560,233,1447,6167
"2018-03-06",3249,175,1219,4565
"2018-03-07",3742,208,1611,5481
"2018-03-08",3356,251,2490,6000
"2018-03-09",2965,303,1932,5080
"2018-03-10",3762,264,3252,7154
"2018-03-11",3087,321,3164,6373
"2018-03-12",2850,330,1929,5007
"2018-03-13",5156,299,1550,6912
"2018-03-14",28039,382,1892,30225
"2018-03-15",14780,311,2528,17506
"2018-03-16",7014,836,1763,9454
"2018-03-17",7219,273,1531,8903
"2018-03-18",7653,370,1322,9263
"2018-03-19",5466,403,1331,7111
"2018-03-20",4782,290,2681,7653
"2018-03-21",19194,992,2740,22803
"2018-03-22",32609,696,1317,34447
"2018-03-23",25794,784,939,27106
"2018-03-24",22537,805,1152,24224
"2018-03-25",16821,1008,989,18596
"2018-03-26",10584,626,921,12000
"2018-03-27",37973,957,1144,39791
"2018-03-28",24029,422,1223,25493
"2018-03-29",20571,725,1022,22141
"2018-03-30",15067,435,2472,17716
"2018-03-31",18130,285,2792,20875
"2018-04-01",10886,207,1594,12572
"2018-04-02",7796,361,1081,9122
"2018-04-03",5832,257,1071,7047
"2018-04-04",8976,388,1151,10327
"2018-04-05",16562,574,1540,18324
"2018-04-06",7948,240,1452,9500
"2018-04-07",4478,331,1135,5837
"2018-04-08",3918,477,682,4973
"2018-04-09",6608,325,905,7729
"2018-04-10",6308,378,1539,8073
"2018-04-11",4713,296,844,5767
"2018-04-12",4019,548,604,5088
"2018-04-13",6342,546,3049,9776
"2018-04-14",9089,275,1282,10547
"2018-04-15",8935,287,1293,10445
"2018-04-16",6275,419,1154,7596
"2018-04-17",5323,435,1688,7207
"2018-04-18",4523,312,1362,6081
"2018-04-19",4910,268,1662,6671
"2018-04-20",5539,487,3626,9374
"2018-04-21",5107,256,2646,7840
"2018-04-22",15753,205,2310,18165
"2018-04-23",12390,395,2327,14956
"2018-04-24",13547,295,1682,15382
"2018-04-25",7662,721,8082,15926
"2018-04-26",6219,411,4143,10520
"2018-04-27",9078,412,2299,11638
"2018-04-28",5557,471,3056,8965
"2018-04-29",4676,366,3505,8394
"2018-04-30",3023,495,2151,5562
"2018-05-01",2947,446,834,4133
"2018-05-02",5189,501,1216,6790
"2018-05-03",4376,439,2420,7129
"2018-05-04",3766,450,1811,5878
"2018-05-05",2740,286,1416,4363
"2018-05-06",2938,536,1344,4728
"2018-05-07",1026,263,505,1740
"2018-05-08",889,296,386,1497
"2018-05-09",796,229,355,1344
"2018-05-10",1205,246,357,1742
"2018-05-11",1406,297,445,2058
"2018-05-12",983,243,374,1524
"2018-05-13",746,230,394,1325
"2018-05-14",863,323,464,1565
"2018-05-15",1076,347,741,2073
"2018-05-16",1077,324,707,1992
"2018-05-17",914,275,545,1638
"2018-05-18",792,383,439,1529
"2018-05-19",848,270,355,1396
"2018-05-20",719,206,290,1156
"2018-05-21",848,255,472,1509
"2018-05-22",894,259,593,1648
"2018-05-23",1590,316,516,2339
"2018-05-24",2218,353,623,3081
"2018-05-25",1336,305,562,2112
"2018-05-26",994,323,434,1675
"2018-05-27",828,328,292,1360
"2018-05-28",1184,363,316,1760
"2018-05-29",1148,318,285,1667
"2018-05-30",934,332,329,1488
"2018-05-31",911,348,386,1554
"2018-06-01",1233,346,400,1883
"2018-06-02",849,265,393,1437
"2018-06-03",923,256,413,1519
"2018-06-04",866,194,328,1324
"2018-06-05",1015,254,311,1530
"2018-06-06",1108,288,317,1640
"2018-06-07",1189,290,327,1728
"2018-06-08",944,363,418,1649
"2018-06-09",661,231,391,1224
"2018-06-10",587,245,304,1065
"2018-06-11",621,225,227,1020
"2018-06-12",847,209,243,1247
"2018-06-13",921,256,292,1392
"2018-06-14",781,292,309,1313
"2018-06-15",634,224,400,1211
"2018-06-16",705,294,421,1342
"2018-06-17",674,337,307,1229
"2018-06-18",718,529,336,1487
"2018-06-19",1498,1211,244,2754
"2018-06-20",1368,1512,295,2956
"2018-06-21",1706,1087,415,2998
"2018-06-22",1547,1842,418,3518
"2018-06-23",1240,764,345,2198
"2018-06-24",1052,496,348,1789
"2018-06-25",1284,552,405,2093
"2018-06-26",1010,479,291,1680
"2018-06-27",1176,365,304,1764
"2018-06-28",945,415,343,1630
"2018-06-29",1117,368,321,1724
"2018-06-30",997,389,290,1581
"2018-07-01",978,295,339,1535
"2018-07-02",800,284,446,1456
"2018-07-03",825,308,448,1506
"2018-07-04",876,261,344,1406
"2018-07-05",1129,296,281,1637
"2018-07-06",954,306,385,1589
"2018-07-07",930,382,331,1557
"2018-07-08",820,309,234,1268
"2018-07-09",578,378,290,1170
"2018-07-10",799,506,319,1534
"2018-07-11",973,328,351,1566
"2018-07-12",994,265,343,1525
"2018-07-13",1238,278,294,1740
"2018-07-14",1150,288,337,1697
"2018-07-15",1835,566,801,3037
"2018-07-16",931,272,638,1770
"2018-07-17",1032,246,609,1817
"2018-07-18",876,235,519,1573
"2018-07-19",832,239,378,1383
"2018-07-20",875,214,332,1357
"2018-07-21",752,268,385,1333
"2018-07-22",742,236,339,1244
"2018-07-23",908,270,279,1368
"2018-07-24",1092,290,353,1658
"2018-07-25",1109,324,344,1678
"2018-07-26",1112,317,470,1814
"2018-07-27",926,287,458,1595
"2018-07-28",906,238,361,1444
"2018-07-29",755,322,378,1382
"2018-07-30",1044,302,510,1752
"2018-07-31",1333,305,472,2013
"2018-08-01",877,335,394,1525
"2018-08-02",909,268,331,1432
"2018-08-03",844,254,346,1388
"2018-08-04",838,286,459,1509
"2018-08-05",854,258,349,1387
"2018-08-06",856,333,467,1555
"2018-08-07",956,269,382,1503
"2018-08-08",994,295,412,1620
"2018-08-09",1099,290,434,1731
"2018-08-10",1443,327,471,2156
"2018-08-11",1063,361,495,1835
"2018-08-12",1844,424,497,2610
"2018-08-13",1399,338,334,1948
"2018-08-14",915,234,253,1329
"2018-08-15",694,246,901,1765
"2018-08-16",795,272,953,1942
"2018-08-17",785,224,737,1670
"2018-08-18",821,269,480,1488
"2018-08-19",737,255,434,1340
"2018-08-20",850,300,386,1442
"2018-08-21",992,310,335,1569
"2018-08-22",962,364,407,1644
"2018-08-23",821,331,383,1477
"2018-08-24",699,282,509,1413
"2018-08-25",800,284,489,1496
"2018-08-26",685,280,450,1334
"2018-08-27",635,260,500,1328
"2018-08-28",1095,232,391,1655
"2018-08-29",1005,263,303,1510
"2018-08-30",869,240,354,1374
"2018-08-31",911,328,327,1471
"2018-09-01",670,253,281,1138
"2018-09-02",545,238,278,989
"2018-09-03",830,295,464,1468
"2018-09-04",2343,544,723,3439
"2018-09-05",1526,443,502,2346
"2018-09-06",1286,363,428,1970
"2018-09-07",1440,329,463,2129
"2018-09-08",1577,356,434,2239
"2018-09-09",1179,334,480,1873
"2018-09-10",1301,364,409,1920
"2018-09-11",1306,440,392,2005
"2018-09-12",1231,410,413,1957
"2018-09-13",1015,325,410,1652
"2018-09-14",1568,337,463,2281
"2018-09-15",932,259,631,1745
"2018-09-16",873,274,610,1663
"2018-09-17",802,302,726,1723
"2018-09-18",1005,304,509,1705
"2018-09-19",807,312,424,1441
"2018-09-20",805,252,466,1443
"2018-09-21",750,259,310,1245
"2018-09-22",635,230,380,1180
"2018-09-23",603,213,458,1223
"2018-09-24",701,198,702,1524
"2018-09-25",711,200,438,1274
"2018-09-26",723,225,357,1245
"2018-09-27",685,223,287,1153
"2018-09-28",640,266,283,1130
"2018-09-29",605,224,434,1200
"2018-09-30",526,231,456,1150
"2018-10-01",662,201,517,1316
"2018-10-02",731,223,286,1168
"2018-10-03",641,268,550,1390
"2018-10-04",815,327,949,1976
"2018-10-05",1615,317,448,2278
"2018-10-06",1080,267,570,1836
"2018-10-07",911,345,360,1507
"2018-10-08",918,309,551,1690
"2018-10-09",783,416,619,1712
"2018-10-10",820,314,463,1515
"2018-10-11",927,245,417,1510
"2018-10-12",812,259,366,1348
"2018-10-13",801,211,347,1282
"2018-10-14",851,209,267,1266
"2018-10-15",786,240,303,1259
"2018-10-16",859,192,252,1253
"2018-10-17",822,249,516,1493
"2018-10-18",891,221,385,1437
"2018-10-19",892,220,400,1436
"2018-10-20",729,232,525,1401
"2018-10-21",855,283,778,1824
"2018-10-22",915,278,457,1563
"2018-10-23",812,259,481,1465
"2018-10-24",721,287,473,1400
"2018-10-25",792,296,420,1426
"2018-10-26",755,263,437,1388
"2018-10-27",790,350,482,1511
"2018-10-28",774,372,341,1386
"2018-10-29",845,422,510,1680
"2018-10-30",763,307,375,1345
"2018-10-31",795,272,281,1256
"2018-11-01",819,272,303,1309
"2018-11-02",1508,303,426,2151
"2018-11-03",389,295,293,883
"2018-11-04",668,259,367,1198
"2018-11-05",983,260,394,1559
"2018-11-06",1019,322,474,1729
"2018-11-07",602,220,40,823
"2018-11-08",589,291,462,1276
"2018-11-09",536,220,401,1102
"2018-11-10",578,217,243,968
"2018-11-11",519,187,237,867
"2018-11-12",906,248,189,1296
"2018-11-13",1148,251,225,1553
"2018-11-14",1534,300,570,2326
"2018-11-15",1464,171,1090,2660
"2018-11-16",1233,137,1463,2773
"2018-11-17",2576,144,1092,3748
"2018-11-18",1566,145,2669,4289
"2018-11-19",1185,413,1053,2590
"2018-11-20",1134,1893,3105,4816
"2018-11-21",1152,595,1083,2384
"2018-11-22",2898,293,951,4027
"2018-11-23",2426,218,664,3237
"2018-11-24",2143,441,769,3275
"2018-11-25",11193,338,906,12248
"2018-11-26",3156,574,788,4448
"2018-11-27",4071,925,689,5596
"2018-11-28",4696,418,589,5621
"2018-11-29",5193,226,535,5890
"2018-11-30",1141,117,97,1341
"2018-12-01",536,205,227,927
"2018-12-02",425,212,246,833
"2018-12-03",522,196,395,1063
"2018-12-04",699,238,321,1209
"2018-12-05",615,232,296,1095
"2018-12-06",806,262,631,1639
"2018-12-07",2362,283,1226,3804
"2018-12-08",2131,447,1414,3941
"2018-12-09",2492,218,639,3302
"2018-12-10",2235,208,788,3182
"2018-12-11",1397,284,1899,3508
"2018-12-12",1856,181,1220,3211
"2018-12-13",1322,168,1408,2859
"2018-12-14",299,57,383,729
"2018-12-15",568,298,935,1735
"2018-12-16",364,181,368,878
"2018-12-17",578,178,486,1189
"2018-12-18",590,83,694,1332
"2018-12-19",614,107,724,1412
"2018-12-20",899,220,1065,2139
"2018-12-21",979,138,1549,2632
"2018-12-22",759,143,1139,2007
"2018-12-23",886,130,1114,2092
"2018-12-24",1180,183,1757,3048
"2018-12-25",952,100,1115,2134
"2018-12-26",798,137,1429,2332
"2018-12-27",887,200,2900,3924
"2018-12-28",1220,430,10422,11954
"2018-12-29",1303,452,6637,8281
"2018-12-30",994,480,4496,5898
"2018-12-31",1563,320,1437,3268
"2019-01-01",1046,188,2157,3333
"2019-01-02",1294,224,2531,3971
"2019-01-03",1169,241,1215,2512
"2019-01-04",902,209,1161,2190
"2019-01-05",1651,420,799,2573
"2019-01-06",1800,656,1514,3630
"2019-01-07",3684,352,2124,5965
"2019-01-08",6389,316,1370,7952
"2019-01-09",3137,388,3150,6558
"2019-01-10",1891,259,2933,4982
"2019-01-11",1227,300,4767,6142
"2019-01-12",2316,361,3738,6141
"2019-01-13",1692,505,3925,5969
"2019-01-14",1026,482,3233,4636
"2019-01-15",1259,655,3896,5696
"2019-01-16",1363,352,1729,3317
"2019-01-17",2347,292,1810,4080
"2019-01-18",3976,444,1697,5925
"2019-01-19",2895,343,961,4111
"2019-01-20",3235,251,1232,4630
"2019-01-21",3158,354,5313,8693
"2019-01-22",2221,263,2363,4751
"2019-01-23",1348,320,1491,3095
"2019-01-24",1292,741,1249,3202
"2019-01-25",1310,479,965,2691
"2019-01-26",1039,256,961,2191
"2019-01-27",1187,712,1355,3097
"2019-01-28",1309,313,1708,3270
"2019-01-29",3425,262,4032,7614
"2019-01-30",3522,659,1421,5485
"2019-01-31",5558,801,869,7079
"2019-02-01",6590,1179,3208,10782
"2019-02-02",2592,941,1741,5079
"2019-02-03",3201,1373,1898,6188
"2019-02-04",7299,1021,1501,9721
"2019-02-05",11170,1144,2242,14413
"2019-02-06",4630,1237,1522,7254
"2019-02-07",2817,2009,2466,6754
"2019-02-08",2077,604,1454,4002
"2019-02-09",1890,863,5530,7905
"2019-02-10",1710,497,1670,3688
"2019-02-11",1860,333,888,2968
"2019-02-12",1866,401,923,3113
"2019-02-13",1947,358,3376,5604
"2019-02-14",2764,279,1037,4020
"2019-02-15",2011,278,872,3097
"2019-02-16",2016,583,1203,3748
"2019-02-17",4001,338,1696,5978
"2019-02-18",6116,313,1539,7869
"2019-02-19",1994,366,841,3133
"2019-02-20",2239,642,902,3708
"2019-02-21",2157,583,1352,3807
"2019-02-22",1532,315,2724,4467
"2019-02-23",1153,767,2027,3768
"2019-02-24",1229,921,1245,3237
"2019-02-25",1325,798,1120,3151
"2019-02-26",8090,734,792,9569
"2019-02-27",3311,1001,1185,5397
"2019-02-28",3438,436,2740,6546
"2019-03-01",2250,389,2223,4753
"2019-03-02",3215,388,1543,5038
"2019-03-03",8845,451,1542,10729
"2019-03-04",4555,383,1666,6531
"2019-03-05",2241,658,954,3797
"2019-03-06",2011,579,862,3354
"2019-03-07",2305,644,1312,4152
"2019-03-08",2518,718,1277,4416
"2019-03-09",1674,614,1289,3406
"2019-03-10",878,280,784,1905
"2019-03-11",1588,325,495,2365
"2019-03-12",1285,279,473,1979
"2019-03-13",1490,291,859,2578
"2019-03-14",1452,499,879,2768
"2019-03-15",2357,899,1996,5131
"2019-03-16",453,437,297,1127
"2019-03-17",438,354,318,1064
"2019-03-18",535,322,317,1118
"2019-03-19",1007,418,496,1869
"2019-03-20",4237,393,1222,5485
"2019-03-21",5894,876,5055,8527
"2019-03-22",2587,447,2756,5470
"2019-03-23",3244,314,1403,4811
"2019-03-24",1770,288,1849,3754
"2019-03-25",1687,309,982,2888
"2019-03-26",3033,436,1167,4568
"2019-03-27",1617,233,886,2679
"2019-03-28",1284,289,1579,3110
"2019-03-29",1402,271,1762,3378
"2019-03-30",969,413,1320,2634
"2019-03-31",1609,493,680,2683
"2019-04-01",2485,885,557,3698
"2019-04-02",1405,809,745,2888
"2019-04-03",1330,1090,703,3053
"2019-04-04",1847,581,991,3207
"2019-04-05",1764,797,780,2990
"2019-04-06",1320,1331,708,3097
"2019-04-07",1030,547,835,2259
"2019-04-08",2512,282,1017,3737
"2019-04-09",2194,385,638,3160
"2019-04-10",1629,426,535,2508
"2019-04-11",1497,226,779,2461
"2019-04-12",1300,262,717,2223
"2019-04-13",2453,197,563,3167
"2019-04-14",1285,363,692,2274
"2019-04-15",1056,382,2089,3449
"2019-04-16",1153,410,1119,2614
"2019-04-17",1312,238,724,2221
"2019-04-18",1370,240,1300,2856
"2019-04-19",5867,469,2134,7148
"2019-04-20",9052,528,2925,10409
"2019-04-21",7354,251,1626,8893
"2019-04-22",2487,351,1089,3774
"2019-04-23",1158,244,803,2109
"2019-04-24",1591,253,842,2564
"2019-04-25",2175,234,839,3153
"2019-04-26",1673,229,563,2410
"2019-04-27",1363,206,879,2381
"2019-04-28",1196,213,737,2035
"2019-04-29",2807,1475,395,3356
"2019-04-30",1625,389,1076,2702
"2019-05-01",1769,223,3411,5252
"2019-05-02",1226,820,1045,3017
"2019-05-03",913,298,1119,2258
"2019-05-04",1538,469,825,2787
"2019-05-05",1479,262,2330,4000
"2019-05-06",1414,244,2327,3920
"2019-05-07",2498,595,2535,5539
"2019-05-08",2905,525,1089,4438
"2019-05-09",1937,865,625,3364
"2019-05-10",1625,387,912,2890
"2019-05-11",1518,208,1487,3154
"2019-05-12",4135,187,1630,5881
"2019-05-13",1630,172,3817,5545
"2019-05-14",3678,149,3070,6821
"2019-05-15",3939,368,1894,6090
"2019-05-16",1826,1792,1845,5371
"2019-05-17",2894,407,1342,4545
"2019-05-18",1531,228,961,2653
"2019-05-19",1236,248,965,2401
"2019-05-20",2236,521,1381,3849
"2019-05-21",1754,426,2021,4036
"2019-05-22",1071,192,1240,2456
"2019-05-23",1743,269,707,2590
"2019-05-24",1346,182,583,2067
"2019-05-25",1081,117,637,1785
"2019-05-26",849,128,703,1651
"2019-05-27",1007,120,428,1512
"2019-05-28",1094,190,657,1900
"2019-05-29",1788,253,760,2734
"2019-05-30",2158,245,885,3243
"2019-05-31",1423,213,557,2153
"2019-06-01",1055,196,534,1738
"2019-06-02",1009,181,543,1699
"2019-06-03",1837,161,519,2448
"2019-06-04",1820,223,637,2575
"2019-06-05",1487,361,674,2439
"2019-06-06",3651,307,737,4606
"2019-06-07",4545,296,1730,6418
"2019-06-08",1817,236,1410,3368
"2019-06-09",2802,204,645,3597
"2019-06-10",3740,359,1401,5413
"2019-06-11",2093,272,1132,3380
"2019-06-12",1544,202,816,2489
"2019-06-13",2162,418,2778,5219
"2019-06-14",88402,390,1671,90166
"2019-06-15",158531,675,2025,160888
"2019-06-16",35574,302,855,36558
"2019-06-17",6808,155,505,7414
"2019-06-18",3558,302,883,4594
"2019-06-19",4667,323,3146,7926
"2019-06-20",1921,432,2806,4900
"2019-06-21",1484,472,3806,5557
